Name,Internal Reference,Sales Price,Cost,Product Category,Vendor,Description,Barcode,Product Type,External ID
"MICROONDAS 20L GRILL, 3110, RETRO AZUL",01706,65.0,43.34,Microondas,CECOTEC,,,Storable Product,CECOTEC_01706
"MICROONDAS 20L GRILL, 5110, digital RETRO AZUL ",01711,75.0,43.34,Microondas,CECOTEC,,,Storable Product,CECOTEC_01711
"MICROONDAS 20L GRILL, PROCLEAN, RETRO AMARILLO",01713,75.0,44.0,Microondas,CECOTEC,,,Storable Product,CECOTEC_01713
MICROONDAS 20L PROCLEAN 3120 - INOX ESPEJO SIN PLATO,A01_EU01_100518,85.0,53.36,Microondas,CECOTEC,,,Storable Product,CECOTEC_A01_EU01_100518
MICROONDAS SIN PLATO GRANDHEAT 2010 FLATBED STEEL,01399,89.0,60.04,Microondas,CECOTEC,,,Storable Product,CECOTEC_01399
MICROONDAS 25L SIN PLATO GRANDHEAT 2500-NEGRO,01405,119.0,74.17,Microondas,CECOTEC,,,Storable Product,CECOTEC_01405
MICROONDAS 23L SIN PLATO GRANDHEAT 2300 - BLANCO,01359,109.0,67.43,Microondas,CECOTEC,,,Storable Product,CECOTEC_01359
Microondas digital de 23 litros - PROCLEAN 6110,01537,109.0,56.7,Microondas,CECOTEC,,,Storable Product,CECOTEC_01537
MICROONDAS 20L PROCLEAN 3030 - NEGRO SIN PLATO,A01_EU01_100513,79.0,49.35,Microondas,CECOTEC,,,Storable Product,CECOTEC_A01_EU01_100513
MICROONDAS 20L PROCLEAN 3120 - BLANCO SIN PLATO,A01_EU01_100516,79.0,50.02,Microondas,CECOTEC,,,Storable Product,CECOTEC_A01_EU01_100516
MICROONDAS 20L CON GRILL - 700W - AZUL,A01_EU01_101130,110.0,70.06,Microondas,CECOTEC,,,Storable Product,CECOTEC_A01_EU01_101130
MICROONDAS 20L CON GRILL - 700W - VERDE,A01_EU01_101132,110.0,70.06,Microondas,CECOTEC,,,Storable Product,CECOTEC_A01_EU01_101132
HORNO SOBREMESA 10L BLANCO,03811,39.0,21.3,Hornos,CECOTEC,,,Storable Product,CECOTEC_03811
HORNO SOBREMESA 23L BLANCO BAKE&TOAST,03812,65.0,38.34,Hornos,CECOTEC,,,Storable Product,CECOTEC_03812
HORNO SOBREMESA 26L BLANCO (4PIZZA),03813,79.0,50.0,Hornos,CECOTEC,,,Storable Product,CECOTEC_03813
HORNO SOBREMESA 30L BLANCO,03814,89.0,52.02,Hornos,CECOTEC,,,Storable Product,CECOTEC_03814
PLACA DE INDUCCIÓN PORTATIL FULL RYSTAL ONYX,03069,49.0,27.42,Placas,CECOTEC,,,Storable Product,CECOTEC_03069
PLANCHA DE ASAR TASTY&GRILL 3000,03088,45.0,28.1,,CECOTEC,,,Storable Product,CECOTEC_03088
PLANCHA VERTICAL (FAST&FURIOUS) 4010 VITAL,05543,29.0,19.69,,CECOTEC,,,Storable Product,CECOTEC_05543
CENTRO PLANCHADO VERTICAL,01866,65.0,49.73,,CECOTEC,,,Storable Product,CECOTEC_01866
PLANCHA ROPA IRONHERO3200 FORCE,01872,35.0,18.8,,CECOTEC,,,Storable Product,CECOTEC_01872
CENTRO PLANCHADO-Fast&Furious 8040 Absolute ,05535,99.0,66.12,,CECOTEC,,,Storable Product,CECOTEC_05535
SET SARTENES POLKA 18-22-26 (ROSA),03130,39.0,24.26,,CECOTEC,,,Storable Product,CECOTEC_03130
1 SARTEN POLKA 18 (NEGRO MANGO TURQUESA),03167,15.0,8.45,,CECOTEC,,,Storable Product,CECOTEC_03167
PLANCHA PELO RITUAL CARE TWERK,00664,45.0,30.85,,CECOTEC,,,Storable Product,CECOTEC_00664
HERVIDOR DE AGUA ELECTRICO WOODY 200 RETRO NEGRO,00267,45.0,27.52,,CECOTEC,,,Storable Product,CECOTEC_00267
HERVIDOR THERMOSENSE VINTAGE - BEIGE,01485,45.0,28.89,,CECOTEC,,,Storable Product,CECOTEC_01485
HERVIDOR THERMOSENSE VINTAGE - VERDE,01483,45.0,28.89,,CECOTEC,,,Storable Product,CECOTEC_01483
TOSTADOR 9000 DOBLE NEGRO,03179,29.0,16.27,,CECOTEC,,,Storable Product,CECOTEC_03179
TOSTADOR 8000 DOBLE RETRO BLUE,03105,40.0,23.98,,CECOTEC,,,Storable Product,CECOTEC_03105
VENTILADOR ROSA RETRO DESK 400,08210,30.0,17.55,,CECOTEC,,,Storable Product,CECOTEC_08210
VENTILADOR BEIGE RETRO - 800,08208,39.0,22.83,,CECOTEC,,,Storable Product,CECOTEC_08208
PLACA INDUCCIÓN BOLERO SQUAD - 2 FUEGOS,02450,119.0,67.73,Placas,CECOTEC,,,Storable Product,CECOTEC_02450
PLACA GAS 43 FUEGOS INOX - 60CM,A01_EU01_100188,139.0,91.9,Placas,CECOTEC,,,Storable Product,CECOTEC_A01_EU01_100188
JARRA PURIFICADORA AGUA H2ONATURE 2400,04181,25.0,15.15,,CECOTEC,,,Storable Product,CECOTEC_04181
SACACORCHOS ELÉCTRICO INSTANTCORK 1000,02310,29.0,16.27,,CECOTEC,,,Storable Product,CECOTEC_02310
HERVIDOR VAPOVITA 3000 INOX - VAPORERA,04109,35.0,19.29,,CECOTEC,,,Storable Product,CECOTEC_04109
CORTAFIAMBRES ROCK´CUT TWIN,02307,85.0,51.55,,CECOTEC,,,Storable Product,CECOTEC_02307
ACEITERA SPRAY POLKA ,03260,8.0,3.82,,CECOTEC,,,Storable Product,CECOTEC_03260
PANIFICADORA,02229,89.0,55.12,,CECOTEC,,,Storable Product,CECOTEC_02229
UTENSILIOS COCINA AMARILLO,01180,25.0,16.67,,CECOTEC,,,Storable Product,CECOTEC_01180
UTENSILIOS COCINA ROSA,01181,25.0,16.21,,CECOTEC,,,Storable Product,CECOTEC_01181
SET CUCHILLOS 6 SWISS NEGRO,01024,20.0,9.98,,CECOTEC,,,Storable Product,CECOTEC_01024
SET CUCHILLOS 7 TITANIUM,01012,15.0,9.98,,CECOTEC,,,Storable Product,CECOTEC_01012
VAPORETA MANUAL VENTANAS,00644,55.0,34.97,,CECOTEC,,,Storable Product,CECOTEC_00644
BATIDORA DE VASO  (LIQUIFICADORA) 1500W,WHITE GOLD,55.0,45.45,Batidoras,UFESA,,,Storable Product,UFESA_WHITE GOLD
BATIDORA DE VARILLA (DE MANO),ECLIPSE,39.0,25.47,Batidoras,UFESA,,,Storable Product,UFESA_ECLIPSE
GRILL - PLANCHA,PR2000,69.0,53.71,,UFESA,,,Storable Product,UFESA_PR2000
PLANCHA VAPOR UFESA,COBALT2200,25.0,20.65,,UFESA,,,Storable Product,UFESA_COBALT2200
PLANCHA VAPOR 2800W,BBSE12120XD,39.0,33.05,,UFESA,,,Storable Product,UFESA_BBSE12120XD
CENTRO PLANCHADO ,LUXE STEAM GLIDE,89.0,74.37,,UFESA,,,Storable Product,UFESA_LUXE STEAM GLIDE
PLANCHA VERTICAL UFESA 1470W,POCKET MIST,39.0,33.05,,UFESA,,,Storable Product,UFESA_POCKET MIST
SECADOR PELO UFESA 2400W,SC8350,29.0,22.31,,UFESA,,,Storable Product,UFESA_SC8350
SECADOR PELO UFESA 2400W,SC8460,39.0,33.05,,UFESA,,,Storable Product,UFESA_SC8460
VENTILADOR SOBREMESA PIZARRO MINI NEGRO 2V - 20W,238071009,15.0,7.96,,ABRILA,,,Storable Product,ABRILA_238071009
MINIVENTILADOR SOBREMESA - INALAMBRICO 5W ,240071001,18.0,8.95,,ABRILA,,,Storable Product,ABRILA_240071001
VENTILADOR SOBREMESA PIZARRO PEQUEÑO NEGRO 2V - 25W,238071109,23.0,11.98,,ABRILA,,,Storable Product,ABRILA_238071109
VENTILADOR SOBREMESA PIZARRO MEDIANO NEGRO 35W,238071209,25.0,12.97,,ABRILA,,,Storable Product,ABRILA_238071209
VENTILADOR SOBREMESA INALAMBRICO AGUILA BLANCO,241871001,25.0,12.89,,ABRILA,,,Storable Product,ABRILA_241871001
VENTILADOR SOBREMESA CAPE BLANCO - 2V - 25W,184171201,25.0,12.89,,ABRILA,,,Storable Product,ABRILA_184171201
VENTILADOR SOBREMESA CAPE BLANCO - 3V - 35W,184171101,28.0,13.92,,ABRILA,,,Storable Product,ABRILA_184171101
VENTILADOR SOBREMESA INALAMBRICO PACHECO BLANCO,242071015,30.0,14.97,,ABRILA,,,Storable Product,ABRILA_242071015
VENTILADOR DE PIE ETESIO BLANCO - 3V 40W - OSCILANTE,183941001,30.0,14.98,,ABRILA,,,Storable Product,ABRILA_183941001
VENTILADOR DE PIE NEGRO - 3V - 40W- OSCILANTE,183941009,30.0,14.98,,ABRILA,,,Storable Product,ABRILA_183941009
VENTILADOR DE PIE BISE BLANCO 3V 45W - OSCILANTE,184041001,40.0,20.97,,ABRILA,,,Storable Product,ABRILA_184041001
VENTILADOR TORRE CUCO NEGRO 3VEL. 50W,238371009,40.0,19.9,,ABRILA,,,Storable Product,ABRILA_238371009
VENTILADOR INALAMBRICO PC PORTATIL JERICO BLANCO,242171028,19.0,9.89,,ABRILA,,,Storable Product,ABRILA_242171028
VENTILADOR BAYOMO - NIQUEL - 4 ASPAS - 59W,142591403,80.0,40.09,,ABRILA,,,Storable Product,ABRILA_142591403
VENTILADOR BAYOMO - BLANCO - 4 ASPAS - 59W,142591401,80.0,40.09,,ABRILA,,,Storable Product,ABRILA_142591401
VENTILADOR PC DANI - BLANCO - 6VEL. ,165391401,80.0,40.1,,ABRILA,,,Storable Product,ABRILA_165391401
VENTILADOR DC MATANUSKA 72W BLANCO - BLUETHOOT,142791401,139.0,70.09,,ABRILA,,,Storable Product,ABRILA_142791401
VENTILADOR DC MATANUSKA 72W NIQUEL - BLUETHOOT,142791403,139.0,70.09,,ABRILA,,,Storable Product,ABRILA_142791403
PLANCHA GAS PARA ASAR - 2 FUEGOS - NEGRO,3IP-PG230NB,169.0,97.0,,VITROKITCHEN,,,Storable Product,VITROKITCHEN_3IP-PG230NB
ENCIMERA INOX-60CM - HIERRO COLADO,3HM-EN630LIB-VS,145.0,90.0,,VITROKITCHEN,,,Storable Product,VITROKITCHEN_3HM-EN630LIB-VS
ENCIMERA INOX-60CM - HIERRO FUNDIDO,3HM-EN636LIB-VS,169.0,103.0,,VITROKITCHEN,,,Storable Product,VITROKITCHEN_3HM-EN636LIB-VS
PLANCHA GAS PARA ASAR - 3 FUEGOS - NEGRO,3IP-PG330NB,199.0,124.0,,VITROKITCHEN,,,Storable Product,VITROKITCHEN_3IP-PG330NB
(JOHNSON) COCINA 90CM HORNO/PORTABOM INOX,CONA90PBX,559.0,353.12,Hornos,EAS,,,Storable Product,EAS_CONA90PBX
(JOHNSON) COMBI NF 186X59X60 CLASE E INOX ,JRC1852EMX,479.0,290.7,,EAS,,,Storable Product,EAS_JRC1852EMX
"(EAS) NF 201X59,5X63 CLASE E BLANCO",EMC2010SW1,459.0,355.98,,EAS,,,Storable Product,EAS_EMC2010SW1
"(EAS) NF 201X59,5X63 CLASE E INOX",EMC2010SX1,469.0,376.38,,EAS,,,Storable Product,EAS_EMC2010SX1
"(JOHNSON) NF 201X59,5X70 CLASE A INOX",JRC200AN2X,999.0,661.98,,EAS,,,Storable Product,EAS_JRC200AN2X
"(JOHNSON) CONGELADOR VERTICAL 1P 1,85M INOX",JRZ185ENX,699.0,451.01,,EAS,,,Storable Product,EAS_JRZ185ENX
"(JOHNSON) FRIGORÍFICO 2P - 1,76M",JRD176E,369.0,225.88,Frigoríficos,EAS,,,Storable Product,EAS_JRD176E
(JOHNSON) LAVADORA CF 9KG 1400RPM A BLANCA,DUERO90,389.0,253.98,Lavadoras,EAS,,,Storable Product,EAS_DUERO90
(JOHNSON) LAVADORA CS 8KG - 13000RPM NERVION ,MUNDO80,459.0,287.47,Lavadoras,EAS,,,Storable Product,EAS_MUNDO80
(JOHNSON) LAVADORA CF 8KG - 1400RPM - INOX,DUERO80XA,379.0,243.78,Lavadoras,EAS,,,Storable Product,EAS_DUERO80XA
(JOHNSON) LAVADORA CF 12KG - 1400RPM - BLANCA,EBRO120,499.0,304.0,Lavadoras,EAS,,,Storable Product,EAS_EBRO120
(EAS) CONVECTOR CRISTAL NEGRO 1500W (3VEL.) ,EHH210,70.0,59.0,,EAS,,,Storable Product,EAS_EHH210
(EAS) RADIADOR ACEITE 2500W ECO+27%,EHR2500,89.0,75.0,,EAS,,,Storable Product,EAS_EHR2500
(EAS) ESTUFA DE GAS 4200W (TRIPLE SEGURIDAD),EPLEX42,70.0,59.0,,EAS,,,Storable Product,EAS_EPLEX42
(EAS) CALEFACTOR CERÁMICO 2000W/OSCILACIÓN,EHF205RC,40.0,37.0,,EAS,,,Storable Product,EAS_EHF205RC
(JOHNSON) PLACA VITRO 3 ZONAS CONTROL DESL,JVICA330,199.0,111.18,Placas,EAS,,,Storable Product,EAS_JVICA330
(EAS) ENCIMERA GAS 4 FUEGOS 60CM INOX,EMH461GBNX,99.0,75.14,,EAS,,,Storable Product,EAS_EMH461GBNX
(EAS) HORNO SOBREMESA 28L,ENV28,89.0,54.64,Hornos,EAS,,,Storable Product,EAS_ENV28
(EAS) HORNO SOBREMESA 38L,ENV38,99.0,65.81,Hornos,EAS,,,Storable Product,EAS_ENV38
(JOHNSON) HORNO BLANCO 70L - 8 FUNCIONES,JOR70B,325.0,198.9,Hornos,EAS,,,Storable Product,EAS_JOR70B
