default_code,name,type,standard_price,list_price,categ_id,supplier_id,active,sale_ok,purchase_ok
JRC200AN2X,"(JOHNSON) NF 201X59,5X70 CLASE A INOX",consu,661.98,999.0,,EAS,True,True,True
JRZ185ENX,"(JOHNSON) CONGELADOR VERTICAL 1P 1,85M INOX",consu,451.01,699.0,,EAS,True,True,True
JRD176E,"(JOHNSON) FRIGORÍFICO 2P - 1,76M",consu,225.88,369.0,Frigoríficos,EAS,True,True,True
DUERO90,(JOHNSON) LAVADORA CF 9KG 1400RPM A BLANCA,consu,253.98,389.0,Lavadoras,EAS,True,True,True
MUNDO80,(JOHNSON) LAVADORA CS 8KG - 13000RPM NERVION ,consu,287.47,459.0,Lavadoras,EAS,True,True,True
DUERO80XA,(JOHNSON) LAVADORA CF 8KG - 1400RPM - INOX,consu,243.78,379.0,Lavadoras,EAS,True,True,True
EBRO120,(JOHNSON) LAVADORA CF 12KG - 1400RPM - BLANCA,consu,304.0,499.0,Lavadoras,EAS,True,True,True
EHH210,(EAS) CONVECTOR CRISTAL NEGRO 1500W (3VEL.) ,consu,59.0,70.0,,EAS,True,True,True
EHR2500,(EAS) RADIADOR ACEITE 2500W ECO+27%,consu,75.0,89.0,,EAS,True,True,True
EPLEX42,(EAS) ESTUFA DE GAS 4200W (TRIPLE SEGURIDAD),consu,59.0,70.0,,EAS,True,True,True
EHF205RC,(EAS) CALEFACTOR CERÁMICO 2000W/OSCILACIÓN,consu,37.0,40.0,,EAS,True,True,True
JVICA330,(JOHNSON) PLACA VITRO 3 ZONAS CONTROL DESL,consu,111.18,199.0,Placas,EAS,True,True,True
EMH461GBNX,(EAS) ENCIMERA GAS 4 FUEGOS 60CM INOX,consu,75.14,99.0,,EAS,True,True,True
ENV28,(EAS) HORNO SOBREMESA 28L,consu,54.64,89.0,Hornos,EAS,True,True,True
ENV38,(EAS) HORNO SOBREMESA 38L,consu,65.81,99.0,Hornos,EAS,True,True,True
JOR70B,(JOHNSON) HORNO BLANCO 70L - 8 FUNCIONES,consu,198.9,325.0,Hornos,EAS,True,True,True
