default_code,name,type,standard_price,list_price,categ_id,supplier_id,active,sale_ok,purchase_ok
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,BECKEN,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
LAVADORAS,,consu,0.0,0.0,,NEVIR,True,True,True
NVR-WMFL1280INA-BC,LAVADORA 8KG CON DISPLAY,consu,0.0,0.0,Lavadoras,NEVIR,True,True,True
NVR-WMFL1283INA-SD,LAVADORA 8KG SIN DISPLAY,consu,0.0,0.0,Lavadoras,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
CONGELADOR,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
FRIGORIFICOS,,consu,0.0,0.0,,NEVIR,True,True,True
NVR-5615DDE,"FRIGORÍFICO 2 PUERTAS - 1,43M",consu,0.0,0.0,Refrigeradores,NEVIR,True,True,True
NVR-5607CTNFIDE,FRIGORÍFICO COMBI INOX 2M,consu,0.0,0.0,Refrigeradores,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
HORNOS,,consu,0.0,0.0,,NEVIR,True,True,True
NVR-HEM5-56L,HORNO ELECTRICO 56L,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,NEVIR,True,True,True
,,consu,0.0,0.0,,CECOTEC,True,True,True
,,consu,0.0,0.0,,CECOTEC,True,True,True
,,consu,0.0,0.0,,CECOTEC,True,True,True
,,consu,0.0,0.0,,CECOTEC,True,True,True
,,consu,0.0,0.0,,BSH,True,True,True
,,consu,0.0,0.0,,BSH,True,True,True
,,consu,0.0,0.0,,BSH,True,True,True
,,consu,0.0,0.0,,BSH,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
,,consu,0.0,0.0,,JATA,True,True,True
